"fatalities","injured","evacuated","city","province","region","country","canada","disastertype","disastersubgroup","disastergroup","disastercategory","magnitude","utilitypeopleaffected","start_day","start_week","start_month","start_year","start_weekend","start_seasoncanada","start_seasoninternational","end_day","end_week","end_month","end_year","end_weekend","end_seasoncanada","end_seasoninternational","estimatedtotalcost","normalizedtotalcost","federaldfaapayments","provincialdfaapayments","provincialdepartmentpayments","municipalcosts","ogdcosts","insurancepayments","ngopayments","keyword1","keyword2","keyword3"
0,0,300,"County of Thorhild","Alberta","Prairie Provinces","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,12,19,5,2010,FALSE,"spring","fall",12,19,5,2010,FALSE,"spring","fall",10000000,515021.5,?,?,10000000,?,?,?,?,"fire",?,?
37,0,0,"Britannia Beach","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,28,43,10,1921,FALSE,"fall","spring",28,43,10,1921,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"flood","landslide",?
0,0,300,"Perth-Andover","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,2,14,4,1987,FALSE,"spring","fall",2,14,4,1987,FALSE,"spring","fall",7872284,689543.1,5660456,2211828,?,?,?,?,?,"flood","snow","spill"
0,0,0,"Harrow","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,19,29,7,1989,FALSE,"summer","winter",20,29,7,1989,FALSE,"summer","winter",13807000,1107513.4,0,0,?,?,?,13807000,?,"flood","storm","ice"
18,0,0,"Comox","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,52,1,1922,TRUE,"winter","summer",1,52,1,1922,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
0,0,0,"Grande Prairie","Alberta","Prairie Provinces","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,23,34,8,1989,FALSE,"summer","winter",18,42,10,1989,FALSE,"fall","spring",?,?,0,0,?,?,?,?,?,"flood","rain",?
31,0,0,"Dugald","Manitoba","Prairie Provinces","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,1,36,9,1947,FALSE,"summer","spring",1,36,9,1947,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"rain","injured","train"
0,0,0,?,?,"Southern Alberta","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,6,23,6,1995,FALSE,"spring","winter",9,23,6,1995,FALSE,"spring","winter",154623306,10590637.4,34061897,9324782,12672842,76670115,?,21893670,?,"flood","snow","rain"
10,21,0,"Glengarry Hospital","British Columbia","West Coast","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,6,14,4,2010,FALSE,"spring","fall",6,14,4,2010,FALSE,"spring","fall",0,0,?,?,?,?,?,?,?,"virus",?,?
0,0,0,"Chapleau","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,2000,27,21,5,2010,FALSE,"spring","fall",27,21,5,2010,FALSE,"spring","fall",0,0,?,?,?,?,?,?,?,"fire",?,?
0,0,0,"Saint John River Basin","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,17,24,6,1922,TRUE,"spring","winter",25,25,6,1922,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
10,0,15825,"Saguenay River Valley","Quebec","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,19,29,7,1996,FALSE,"summer","winter",19,29,7,1996,FALSE,"summer","winter",300000000,20247469.1,300000000,?,?,?,?,?,?,"ice","rain","evacuate"
0,0,1000,"Montreal","Quebec","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,8,45,11,1996,FALSE,"fall","spring",9,45,11,1996,TRUE,"fall","spring",93089380,6282747.8,3435141,10709159,?,?,?,78945080,?,"flood","rain","evacuate"
0,0,125,"Gaspi??","Quebec","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,48,12,2010,TRUE,"fall","summer",15,50,12,2010,FALSE,"fall","summer",26217000,1350231.8,26217000,?,?,?,?,?,?,"flood","rain","evacuate"
5,0,0,"Portage la Prairie","Manitoba","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,22,25,6,1922,FALSE,"summer","winter",22,25,6,1922,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"tornado","injured",?
0,0,1050,"Cross Lake","Manitoba","Prairie Provinces","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,29,17,4,1999,FALSE,"spring","fall",12,19,5,1999,FALSE,"spring","fall",?,?,?,0,0,?,?,?,?,"fire","water","evacuate"
2,?,7028,?,?,"Southern Alberta","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,6,23,6,2005,FALSE,"spring","winter",8,23,6,2005,FALSE,"spring","winter",129049397,7236414.8,129049397,?,?,?,?,?,?,"flood","water","rain"
0,0,0,?,?,"Northern Saskatchewan","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,23,29,7,2005,TRUE,"summer","winter",25,30,7,2005,FALSE,"summer","winter",2597891,145676.1,497891,2100000,?,?,?,?,?,"flood","snow","ice"
43,0,11000,"Haileybury","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,30,39,9,1922,TRUE,"fall","spring",5,40,10,1922,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,?,?,?
0,0,3000,"Roseau River First Nation","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,24,13,3,2009,FALSE,"spring","fall",21,21,5,2009,FALSE,"spring","fall",76506000,4012552.4,70006000,6500000,?,?,?,?,?,"flood","snow","ice"
?,?,2,?,"Nova Scotia","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,10,2,1,1935,FALSE,"winter","summer",15,3,1,1935,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","ice","temperature"
0,0,0,?,"Manitoba","Prairie Provinces","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1935,FALSE,"winter","summer",1,1,1,1935,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"snow",?,?
50,0,0,?,"Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,25,34,8,1935,TRUE,"summer","winter",25,34,8,1935,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"storm",?,?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,10,11,3,1936,FALSE,"winter","fall",12,11,3,1936,FALSE,"winter","fall",?,?,?,?,?,?,?,?,?,"flood","damage",?
0,0,0,?,?,"Saskatchewan and Alberta","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,9,3,2009,TRUE,"winter","fall",1,27,7,2009,FALSE,"summer","winter",0,0,?,?,?,?,?,?,?,"drought","snow","rain"
5,0,0,"Echo Harbour","British Columbia","West Coast","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,30,39,9,1922,TRUE,"fall","spring",30,39,9,1922,TRUE,"fall","spring",?,?,?,?,?,?,?,?,?,"avalanche","rain",?
33,0,0,"Comox","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1923,FALSE,"winter","summer",1,1,1,1923,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
0,0,0,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1923,FALSE,"winter","summer",1,1,1,1923,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood",?,?
2,0,0,"Saint John River Basin","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,29,17,4,1923,TRUE,"spring","fall",9,19,5,1923,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","ice","rain"
9,0,0,?,"British Columbia","West Coast","Canada",TRUE,"Bomb Attacks","Terrorist","Conflict","Incident",0,0,29,44,10,1924,FALSE,"fall","spring",29,44,10,1924,FALSE,"fall","spring",0,0,?,?,?,?,?,?,?,"killed","car",?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1924,FALSE,"winter","summer",1,1,1,1924,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
0,0,0,"Dawson","Yukon","Northern Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,7,19,5,1925,FALSE,"spring","fall",7,19,5,1925,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","ice",?
0,0,0,?,"Saskatchewan","Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,52,1,1939,TRUE,"winter","summer",1,52,1,1939,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
?,0,0,?,?,"Across Canada","Canada",TRUE,"Epidemic","Biological","Natural","Disaster",0,0,1,9,3,1927,FALSE,"winter","fall",1,35,9,1927,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,?,?,?
76,0,0,"Montreal","Quebec","Central Canada","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,9,1,1,1927,TRUE,"winter","summer",9,1,1,1927,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"fire",?,?
56,0,0,?,"Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Hurricane / Typhoon / Tropical Storm","Meteorological - Hydrological","Natural","Disaster",0,0,24,34,8,1927,FALSE,"summer","winter",25,34,8,1927,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"hurricane",?,?
3,0,0,"Rideau","Quebec","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,52,1,1928,TRUE,"winter","summer",1,52,1,1928,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","killed",?
0,0,138,"Pike Lake","Saskatchewan","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,13,4,1928,TRUE,"spring","fall",1,13,4,1928,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1929,FALSE,"winter","summer",1,1,1,1929,FALSE,"winter","summer",0,0,?,?,?,?,?,?,?,"drought",?,?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,18,3,1,1929,FALSE,"winter","summer",20,3,1,1929,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","damage",?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,14,4,1929,FALSE,"spring","fall",9,15,4,1929,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","damage",?
28,0,0,"Burin Peninsula","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Tsunami","Geological","Natural","Disaster",7,0,18,47,11,1929,FALSE,"fall","spring",18,47,11,1929,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"earthquake","landslide",?
45,0,0,"Coalmont","British Columbia","West Coast","Canada",TRUE,"Non-Residential","Explosion","Technology","Incident",0,0,1,1,1,1930,FALSE,"winter","summer",1,1,1,1930,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"explosion","killed",?
0,0,192,"Liverpool","Nova Scotia","Atlantic Canada","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,1,1,1,1930,FALSE,"winter","summer",1,1,1,1930,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"evacuate",?,?
30,11,0,?,?,"St. Lawrence River","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,26,26,6,1930,FALSE,"summer","winter",26,26,6,1930,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"explosion","killed","injured"
4,0,0,"Capreol","Ontario","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,26,26,6,1930,FALSE,"summer","winter",26,26,6,1930,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"derail","rain","train"
8,0,0,"Crerar","Ontario","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,27,26,6,1930,FALSE,"summer","winter",27,26,6,1930,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"derail","rain","train"
3,23,0,"Estevan","Saskatchewan","Prairie Provinces","Canada",TRUE,"Rioting","Civil Incident","Conflict","Incident",0,0,8,37,9,1931,FALSE,"summer","spring",29,40,9,1931,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"ice",?,?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Drought","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1931,FALSE,"winter","summer",1,52,1,1938,TRUE,"winter","summer",0,0,?,?,?,?,?,?,?,"storm","water",?
3,0,0,?,?,"New Brunswick and Eastern Quebec","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,18,5,1933,FALSE,"spring","fall",4,18,5,1933,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","ice","rain"
7,0,0,?,?,"Southern New Brunswick","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,25,43,10,1933,FALSE,"fall","spring",25,43,10,1933,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"rain","damage",?
0,0,0,"Baffin Bay","Nunavut","Northern Canada","Canada",TRUE,"Earthquake","Geological","Natural","Disaster",7,0,20,47,11,1933,FALSE,"fall","spring",20,47,11,1933,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"earthquake",?,?
15,0,0,?,?,"Manitoba to Atlantic Canada","Canada",TRUE,"Cold Event","Meteorological - Hydrological","Natural","Disaster",0,0,1,48,12,1933,FALSE,"fall","summer",1,5,2,1934,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,"Plaster Rock","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,16,16,4,1934,FALSE,"spring","fall",24,17,4,1934,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","snow","ice"
1,0,0,"Regina","Saskatchewan","Prairie Provinces","Canada",TRUE,"Rioting","Civil Incident","Conflict","Incident",0,0,1,22,6,1935,TRUE,"spring","winter",1,27,7,1935,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"ice","killed",?
1180,0,0,?,?,"Across Canada","Canada",TRUE,"Heat Event","Meteorological - Hydrological","Natural","Disaster",0,0,5,27,7,1936,TRUE,"summer","winter",17,29,7,1936,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"drought","temperature",?
0,0,0,?,"New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,16,12,3,1936,FALSE,"winter","fall",25,13,3,1936,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","ice","rain"
22,22,0,"Louiseville","Quebec","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,15,33,8,1936,TRUE,"summer","winter",15,33,8,1936,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"rain","car","injured"
0,0,0,?,"Nova Scotia","Atlantic Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,1,36,9,1936,FALSE,"summer","spring",1,36,9,1936,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"hurricane","flood","storm"
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,13,2,1,1937,FALSE,"winter","summer",14,2,1,1937,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","damage",?
0,0,4000,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,26,17,4,1937,FALSE,"spring","fall",28,17,4,1937,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
4,12,0,"St-Gregoire-de-Montmercy","Quebec","Central Canada","Canada",TRUE,"Landslide","Geological","Natural","Disaster",0,0,1,35,9,1938,FALSE,"summer","spring",1,35,9,1938,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"rain","landslide","injured"
17,0,155,"Rainy River","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,10,41,10,1938,FALSE,"fall","spring",15,41,10,1938,TRUE,"fall","spring",?,?,?,?,?,?,?,?,?,"fire","water",?
20,0,0,"Sydney Mines","Nova Scotia","Atlantic Canada","Canada",TRUE,"Manufacturing / Industry","Infrastructure failure","Technology","Incident",0,0,6,49,12,1938,FALSE,"fall","summer",6,49,12,1938,FALSE,"fall","summer",?,?,?,?,?,?,?,?,?,"crash","car",?
0,0,0,?,"Nova Scotia","Atlantic Canada","Canada",TRUE,"Residential","Fire","Technology","Incident",0,0,2,5,2,1939,FALSE,"winter","summer",2,5,2,1939,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
69,0,0,?,?,"Great Lakes: Lake Ontario","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1940,FALSE,"winter","summer",1,1,1,1940,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"storm",?,?
76,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,14,11,3,1941,FALSE,"winter","fall",14,11,3,1941,FALSE,"winter","fall",0,0,?,?,?,?,?,?,?,"storm","wind",?
0,0,0,"Gogama","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,14,20,5,1941,FALSE,"spring","fall",15,24,6,1941,TRUE,"spring","winter",?,?,?,?,?,?,?,?,?,?,?,?
2,0,0,"Burin Peninsula","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,2,31,8,1941,TRUE,"summer","winter",2,31,8,1941,TRUE,"summer","winter",?,?,?,?,?,?,?,?,?,"flood","rain",?
0,0,0,?,?,"Southwestern Ontario","Canada",TRUE,"Hurricane / Typhoon / Tropical Storm","Meteorological - Hydrological","Natural","Disaster",0,0,25,39,9,1941,FALSE,"fall","spring",25,39,9,1941,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"hurricane","wind",?
203,0,0,?,?,"Newfoundland, off coast","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1942,FALSE,"winter","summer",1,1,1,1942,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"crash",?,?
0,0,0,"Charlottetown","Prince Edward Island","Atlantic Canada","Canada",TRUE,"Hurricane / Typhoon / Tropical Storm","Meteorological - Hydrological","Natural","Disaster",0,0,22,39,9,1942,FALSE,"fall","spring",22,39,9,1942,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"hurricane","storm","rain"
99,100,0,"St. John's","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Residential","Arson","Conflict","Incident",0,0,12,50,12,1942,TRUE,"fall","summer",12,50,12,1942,TRUE,"fall","summer",?,?,?,?,?,?,?,?,?,"fire","injured",?
36,155,0,"Almonte","Ontario","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,27,52,12,1942,TRUE,"winter","summer",27,52,12,1942,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"storm","rain","train"
12,2,0,"Aldershot","Ontario","Central Canada","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,10,36,9,1943,FALSE,"summer","spring",10,36,9,1943,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"rain","killed","injured"
24,0,0,"Saint-Donat","Quebec","Central Canada","Canada",TRUE,"Air","Transportation accident","Technology","Incident",0,0,19,42,10,1943,FALSE,"fall","spring",19,42,10,1943,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"crash",?,?
1,0,0,?,"British Columbia","West Coast","Canada",TRUE,"Non-Residential","Arson","Conflict","Incident",0,0,1,52,1,1944,TRUE,"winter","summer",1,52,1,1944,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,"killed","car",?
21,0,0,"Toronto","Ontario","Central Canada","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,11,50,12,1944,FALSE,"fall","summer",12,50,12,1944,FALSE,"fall","summer",?,?,?,?,?,?,?,?,?,"snow","ice","wind"
0,0,0,"Dartmouth","Nova Scotia","Atlantic Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,18,29,7,1945,FALSE,"summer","winter",18,29,7,1945,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,?,?,?
17,100,0,"Windsor to Tecumseh","Ontario","Central Canada","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,17,25,6,1946,FALSE,"spring","winter",17,25,6,1946,FALSE,"spring","winter",?,?,?,?,?,?,?,?,?,"damage","injured",?
0,0,0,"Okanagan Valley","British Columbia","West Coast","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,29,31,7,1946,FALSE,"summer","winter",29,31,7,1946,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"storm","hail","damage"
20,0,0,"Estevan","Saskatchewan","Prairie Provinces","Canada",TRUE,"Air","Transportation accident","Technology","Incident",0,0,15,37,9,1946,TRUE,"summer","spring",15,37,9,1946,TRUE,"summer","spring",?,?,?,?,?,?,?,?,?,"crash","plane",?
0,0,0,?,?,"Prairie Provinces","Canada",TRUE,"Winter Storm","Meteorological - Hydrological","Natural","Disaster",0,0,30,5,1,1947,FALSE,"winter","summer",8,6,2,1947,TRUE,"winter","summer",0,0,?,?,?,?,?,?,?,"snow","storm","rain"
2,0,0,"Elgin","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,6,2,1947,FALSE,"winter","summer",5,6,2,1947,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,"flood","ice","temperature"
0,0,0,"Southern","Ontario","Central Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,14,4,1947,TRUE,"spring","fall",12,15,4,1947,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,16,12,3,1948,FALSE,"winter","fall",16,12,3,1948,FALSE,"winter","fall",?,?,?,?,?,?,?,?,?,"flood","damage",?
0,0,?,"Red Deer River","Alberta","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,21,17,4,1948,FALSE,"spring","fall",21,17,4,1948,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","evacuate",?
0,0,0,"Regina","Saskatchewan","Prairie Provinces","Canada",TRUE,"Tornado","Meteorological - Hydrological","Natural","Disaster",0,0,1,44,11,1950,FALSE,"fall","spring",1,44,11,1950,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,"Mississagi","Ontario","Central Canada","Canada",TRUE,"Wildfire","Meteorological - Hydrological","Natural","Disaster",0,0,1,18,5,1948,TRUE,"spring","fall",31,44,10,1948,TRUE,"fall","spring",?,?,?,?,?,?,?,?,?,?,?,?
10,0,16000,"Fraser River","British Columbia","West Coast","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,31,23,5,1948,FALSE,"spring","fall",31,23,5,1948,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","damage",?
1,0,0,"St. John's","Newfoundland and Labrador","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,14,38,9,1948,FALSE,"summer","spring",14,38,9,1948,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"rain",?,?
0,0,0,"Off Queen Charlotte Islands","British Columbia","West Coast","Canada",TRUE,"Earthquake","Geological","Natural","Disaster",8,0,22,34,8,1949,FALSE,"summer","winter",22,34,8,1949,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"earthquake","damage",?
32,0,0,"Saint-Joachim","Quebec","Central Canada","Canada",TRUE,"Bomb Attacks","Terrorist","Conflict","Incident",0,0,9,36,9,1949,FALSE,"summer","spring",9,36,9,1949,FALSE,"summer","spring",?,?,?,?,?,?,?,?,?,"ice","crash","plane"
118,0,0,"Toronto","Ontario","Central Canada","Canada",TRUE,"Vehicle","Fire","Technology","Incident",0,0,17,37,9,1949,TRUE,"summer","spring",17,37,9,1949,TRUE,"summer","spring",?,?,?,?,?,?,?,?,?,"fire",?,?
0,0,0,"Rimouski","Quebec","Central Canada","Canada",TRUE,"Non-Residential","Fire","Technology","Incident",0,0,1,52,1,1950,TRUE,"winter","summer",1,52,1,1950,TRUE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,24,12,3,1950,FALSE,"spring","fall",29,13,3,1950,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
0,0,0,?,?,"Southern Ontario","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,4,14,4,1950,FALSE,"spring","fall",8,14,4,1950,TRUE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood",?,?
0,0,0,"Saint John River Basin","New Brunswick","Atlantic Canada","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,20,16,4,1950,FALSE,"spring","fall",20,16,4,1950,FALSE,"spring","fall",?,?,?,?,?,?,?,?,?,"flood","ice","rain"
1,0,107000,"Winnipeg","Manitoba","Prairie Provinces","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,5,18,5,1950,FALSE,"spring","fall",15,24,6,1950,FALSE,"spring","winter",?,?,?,?,?,?,?,?,?,"flood","snow","water"
0,0,0,?,"Nova Scotia","Atlantic Canada","Canada",TRUE,"Storms and Severe Thunderstorms","Meteorological - Hydrological","Natural","Disaster",0,0,1,31,8,1950,FALSE,"summer","winter",1,31,8,1950,FALSE,"summer","winter",?,?,?,?,?,?,?,?,?,"hurricane","flood","storm"
21,53,0,"Canoe River","British Columbia","West Coast","Canada",TRUE,"Rail","Transportation accident","Technology","Incident",0,0,21,47,11,1950,FALSE,"fall","spring",21,47,11,1950,FALSE,"fall","spring",?,?,?,?,?,?,?,?,?,"rain","train",?
0,0,0,"Bow River","British Columbia","West Coast","Canada",TRUE,"Flood","Meteorological - Hydrological","Natural","Disaster",0,0,1,1,1,1951,FALSE,"winter","summer",1,1,1,1951,FALSE,"winter","summer",?,?,?,?,?,?,?,?,?,?,?,?
